0	1
1	2
2	1
3	2
4	1
5	2
6	1
7	1
8	1
9	2
10	2
11	1
12	3
13	1
14	1
15	3
16	2
17	1
18	1
19	3
20	2
21	3
22	1
23	3
24	2
25	3
26	3
27	3
28	1
29	3
30	1
31	1
32	1
33	3
34	2
35	3
36	2
37	1
38	2
39	3
40	1
41	2
42	3
43	2
44	3
45	3
46	2
47	1
48	1
49	2
50	1
51	3
52	2
53	2
54	3
55	2
56	2
57	1
58	3
59	2
60	1
61	1
62	3
63	1
64	1
65	1
66	1
67	2
68	1
69	1
70	2
71	1
72	3
73	2
74	3
75	1
76	2
77	2
78	1
79	2
80	1
81	1
82	3
83	2
84	3
85	2
86	2
87	3
88	2
89	1
90	2
91	3
92	1
93	2
94	1
95	2
96	2
97	1
98	3
99	3
100	2
101	1
102	3
103	2
104	1
105	1
106	3
107	2
108	3
109	2
110	1
111	1
112	1
113	1
114	3
115	2
116	1
117	2
118	3
119	1
120	1
121	1
122	1
123	1
124	2
125	1
126	1
127	3
128	1
129	1
130	1
131	2
132	3
133	3
134	1
135	2
136	3
137	2
138	3
139	1
140	1
141	2
142	1
143	1
144	1
145	2
146	1
147	1
148	2
149	1
150	3
151	2
152	3
153	2
154	1
155	1
156	1
157	2
158	3
159	1
160	1
161	3
162	2
163	1
164	3
165	3
166	1
167	1
168	1
169	2
170	1
171	1
172	1
173	1
174	2
175	1
176	3
177	1
178	1
179	2
180	1
181	2
182	1
183	1
184	1
185	1
186	1
187	1
188	1
189	3
190	3
191	2
192	3
193	2
194	3
195	2
196	1
197	1
198	2
199	1
200	2
201	3
202	2
203	1
204	1
205	1
206	2
207	3
208	3
209	1
210	1
211	2
212	3
213	2
214	3
215	2
216	1
217	3
218	1
219	3
220	1
221	2
222	2
223	3
224	2
225	3
226	1
227	2
228	3
229	1
230	2
231	1
232	3
233	1
234	2
235	1
236	1
237	1
238	1
239	1
240	1
241	1
242	1
243	1
244	1
245	3
246	1
247	1
248	1
249	2
250	1
251	1
252	2
253	1
254	2
255	1
256	2
257	3
258	2
259	1
260	3
261	2
262	3
263	3
264	2
265	3
266	3
267	3
268	1
269	1
270	1
271	2
272	1
273	3
274	2
275	1
276	2
277	3
278	2
279	1
280	2
281	3
282	1
283	3
284	1
285	2
286	1
287	1
288	1
289	1
290	3
291	1
292	1
293	3
294	1
295	1
296	1
297	2
298	3
299	1
300	1
301	1
302	1
303	1
304	1
305	1
306	3
307	1
308	3
309	2
310	3
311	2
312	1
313	1
314	2
315	1
316	1
317	1
318	1
319	3
320	1
321	2
322	1
323	2
324	1
325	1
326	1
327	1
328	1
329	1
330	3
331	3
332	3
333	3
334	2
335	1
336	1
337	3
338	2
339	3
340	2
341	1
342	1
343	1
344	3
345	2
346	1
347	1
348	2
349	3
350	2
351	1
352	1
353	2
354	1
355	3
356	1
357	1
358	1
359	1
360	2
361	3
362	1
363	1
364	1
365	1
366	3
367	2
368	1
369	3
370	3
371	1
372	1
373	3
374	2
375	2
376	3
377	1
378	3
379	3
380	2
381	1
382	2
383	1
384	1
385	3
386	1
387	1
388	1
389	1
390	2
391	1
392	3
393	1
394	3
395	1
396	2
397	1
398	1
399	1
400	1
401	1
402	1
403	1
404	1
405	1
406	1
407	3
408	1
409	1
410	1
411	1
412	2
413	1
414	1
415	2
416	1
417	3
418	1
419	1
420	2
421	2
422	2
423	1
424	3
425	2
426	2
427	3
428	1
429	1
430	2
431	2
432	1
433	1
434	1
435	2
436	1
437	3
438	2
439	3
440	1
441	3
442	1
443	2
444	1
445	1
446	1
447	1
448	1
449	1
450	1
451	3
452	2
453	1
454	2
455	1
456	1
457	2
458	1
459	3
460	3
461	1
462	1
463	1
464	2
465	1
466	1
467	2
468	3
469	1
470	3
471	2
472	1
473	1
474	1
475	1
476	3
477	2
478	1
479	3
480	2
481	3
482	3
483	1
484	1
485	1
486	1
487	2
488	2
489	2
490	1
491	1
492	2
493	3
494	2
495	3
496	1
497	2
498	2
499	2
500	3
501	3
502	2
503	3
504	1
505	3
506	2
507	3
508	3
509	1
510	1
511	1
512	2
513	2
514	2
515	3
516	3
517	1
518	3
519	2
520	1
521	1
522	1
523	3
524	2
525	3
526	1
527	1
528	3
529	2
530	3
531	2
532	1
533	1
534	1
535	1
536	1
537	3
538	1
539	1
540	2
541	3
542	3
543	1
544	1
545	2
546	1
547	2
548	3
549	2
550	1
551	3
552	1
553	3
554	1
555	2
556	1
557	1
558	1
559	3
560	1
561	3
562	3
563	2
564	1
565	1
566	1
567	1
568	3
569	1
570	1
571	1
572	1
573	2
574	1
575	1
576	1
577	1
578	3
579	1
580	3
581	2
582	3
583	2
584	3
585	1
586	1
587	1
588	1
589	2
590	1
591	1
592	1
593	1
594	1
595	2
596	1
597	3
598	3
599	2
600	1
601	1
602	1
603	1
604	2
605	1
606	2
607	3
608	2
609	1
610	3
611	2
612	3
613	1
614	2
615	3
616	2
617	3
618	1
619	1
620	1
621	3
622	1
623	1
624	1
625	3
626	2
627	1
628	1
629	3
630	1
631	1
632	3
633	1
634	1
635	3
636	1
637	2
638	1
639	1
640	1
641	3
642	1
643	1
644	2
645	1
646	2
647	1
648	3
649	2
650	1
651	2
652	1
653	1
654	1
655	3
656	1
657	1
658	3
659	3
660	1
661	2
662	1
663	3
664	2
665	3
666	2
667	3
668	2
669	2
670	1
671	1
672	1
673	2
674	3
675	1
676	2
677	1
678	3
679	2
680	1
681	1
682	2
683	1
684	3
685	2
686	1
687	1
688	2
689	1
690	1
691	3
692	1
693	3
694	2
695	1
696	1
697	3
698	1
699	3
700	1
701	1
702	1
703	1
704	1
705	1
706	1
707	1
708	1
709	2
710	2
711	1
712	2
713	3
714	3
715	2
716	3
717	3
718	1
719	3
720	2
721	1
722	2
723	1
724	1
725	1
726	1
727	3
728	2
729	3
730	1
731	2
732	3
733	2
734	1
735	1
736	2
737	3
738	1
739	3
740	1
741	3
742	1
743	1
744	1
745	1
746	2
747	1
748	1
749	1
750	1
751	1
752	1
753	1
754	3
755	2
756	1
757	2
758	3
759	2
760	3
761	1
762	2
763	1
764	2
765	1
766	1
767	3
768	1
769	3
770	1
771	3
772	1
773	1
774	2
775	1
776	3
777	1
778	1
779	3
780	1
781	2
782	1
783	2
784	1
785	2
786	1
787	1
788	2
789	1
790	3
791	2
792	1
793	1
794	1
795	3
796	2
797	1
798	1
799	2
800	3
801	1
802	1
803	1
804	3
805	1
806	2
807	1
808	3
809	2
810	3
811	2
812	3
813	3
814	1
815	2
816	3
817	2
818	3
819	1
820	2
821	3
822	1
823	1
824	3
825	1
826	1
827	2
828	1
829	1
830	1
831	2
832	3
833	1
834	3
835	1
836	2
837	1
838	1
839	2
840	3
841	2
842	3
843	2
844	2
845	3
846	1
847	3
848	2
849	3
850	2
851	3
852	3
853	1
854	3
855	1
856	3
857	1
858	1
859	2
860	1
861	2
862	2
863	2
864	1
865	3
866	2
867	3
868	3
869	2
870	1
871	3
872	1
873	1
874	1
875	1
876	1
877	3
878	1
879	1
880	2
881	1
882	1
883	2
884	1
885	1
886	3
887	2
888	1
889	2
890	1
891	3
892	2
893	1
894	1
895	1
896	2
897	1
898	1
899	1
900	2
901	1
902	1
903	1
904	1
905	3
906	1
907	1
908	1
909	1
910	1
911	2
912	3
913	1
914	3
915	1
916	1
917	2
918	2
919	3
920	1
921	3
922	2
923	3
924	1
925	3
926	1
927	3
928	1
929	1
930	2
931	1
932	1
933	1
934	3
935	2
936	3
937	2
938	2
939	1
940	1
941	3
942	1
943	1
944	1
945	1
946	3
947	2
948	1
949	3
950	1
951	2
952	3
953	3
954	2
955	1
956	3
957	1
958	1
959	3
960	1
961	3
962	1
963	1
964	3
